	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
4	i ' m expecting a hound .	i ' m expecting a dog .	 hound,  dog	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
5	i ' m expecting a potato .	i ' m expecting a vegetable .	 potato,  vegetable	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
6	i ' m expecting a watermelon .	i ' m expecting a fruit .	 watermelon,  fruit	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
8	i ' m expecting a lass .	i ' m expecting a woman .	 lass,  woman	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
9	i ' m expecting a person .	i ' m expecting a man .	 person,  man	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
16	i ' m expecting a plant .	i ' m expecting a tree .	 plant,  tree	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
18	i ' m expecting a child .	i ' m expecting a person .	 child,  person	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
19	i ' m expecting a palace .	i ' m expecting a building .	 palace,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
21	i ' m expecting a oak .	i ' m expecting a tree .	 oak,  tree	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
22	i ' m expecting a club .	i ' m expecting a building .	 club,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
23	i ' m expecting a building .	i ' m expecting a vehicle .	 building,  vehicle	s	s	none	MED	up	I'm expecting a x.	non-entailment	2	4
24	i ' m expecting a library .	i ' m expecting a building .	 library,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
27	i ' m expecting a wife .	i ' m expecting a woman .	 wife,  woman	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
31	i ' m expecting a girl .	i ' m expecting a person .	 girl,  person	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
32	i ' m expecting a dog .	i ' m expecting a hound .	 dog,  hound	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
33	i ' m expecting a tomato .	i ' m expecting a vegetable .	 tomato,  vegetable	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
34	i ' m expecting a cherry tree .	i ' m expecting a tree .	 cherry tree,  tree	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
37	i ' m expecting a woman .	i ' m expecting a adult .	 woman,  adult	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
38	i ' m expecting a creature .	i ' m expecting a vehicle .	 creature,  vehicle	s	s	none	MED	up	I'm expecting a x.	non-entailment	2	4
43	i ' m expecting a court .	i ' m expecting a building .	 court,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	2	0
2	i ' m expecting a building .	i ' m expecting a hospital .	 building,  hospital	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
4	i ' m expecting a dog .	i ' m expecting a hound .	 dog,  hound	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
5	i ' m expecting a vegetable .	i ' m expecting a potato .	 vegetable,  potato	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
6	i ' m expecting a fruit .	i ' m expecting a watermelon .	 fruit,  watermelon	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
8	i ' m expecting a woman .	i ' m expecting a lass .	 woman,  lass	s	s	geq	MED	up	I'm expecting a x.	non-entailment	1	2
9	i ' m expecting a man .	i ' m expecting a person .	 man,  person	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
16	i ' m expecting a tree .	i ' m expecting a plant .	 tree,  plant	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
18	i ' m expecting a person .	i ' m expecting a child .	 person,  child	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
19	i ' m expecting a building .	i ' m expecting a palace .	 building,  palace	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
21	i ' m expecting a tree .	i ' m expecting a oak .	 tree,  oak	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
22	i ' m expecting a building .	i ' m expecting a club .	 building,  club	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
23	i ' m expecting a vehicle .	i ' m expecting a building .	 vehicle,  building	s	s	none	MED	up	I'm expecting a x.	non-entailment	2	4
24	i ' m expecting a building .	i ' m expecting a library .	 building,  library	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
27	i ' m expecting a woman .	i ' m expecting a wife .	 woman,  wife	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
31	i ' m expecting a person .	i ' m expecting a girl .	 person,  girl	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
32	i ' m expecting a hound .	i ' m expecting a dog .	 hound,  dog	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
33	i ' m expecting a vegetable .	i ' m expecting a tomato .	 vegetable,  tomato	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
34	i ' m expecting a tree .	i ' m expecting a cherry tree .	 tree,  cherry tree	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
37	i ' m expecting a adult .	i ' m expecting a woman .	 adult,  woman	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
38	i ' m expecting a vehicle .	i ' m expecting a creature .	 vehicle,  creature	s	s	none	MED	up	I'm expecting a x.	non-entailment	2	4
43	i ' m expecting a building .	i ' m expecting a court .	 building,  court	s	s	geq	MED	up	I'm expecting a x.	non-entailment	2	2
2	boys dragging a hospital on the african plains .	boys dragging a building on the african plains .	 hospital,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
4	boys dragging a hound on the african plains .	boys dragging a dog on the african plains .	 hound,  dog	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
5	boys dragging a potato on the african plains .	boys dragging a vegetable on the african plains .	 potato,  vegetable	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
6	boys dragging a watermelon on the african plains .	boys dragging a fruit on the african plains .	 watermelon,  fruit	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
8	boys dragging a lass on the african plains .	boys dragging a woman on the african plains .	 lass,  woman	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
9	boys dragging a person on the african plains .	boys dragging a man on the african plains .	 person,  man	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	2
16	boys dragging a plant on the african plains .	boys dragging a tree on the african plains .	 plant,  tree	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
18	boys dragging a child on the african plains .	boys dragging a person on the african plains .	 child,  person	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
19	boys dragging a palace on the african plains .	boys dragging a building on the african plains .	 palace,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
21	boys dragging a oak on the african plains .	boys dragging a tree on the african plains .	 oak,  tree	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
22	boys dragging a club on the african plains .	boys dragging a building on the african plains .	 club,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
23	boys dragging a building on the african plains .	boys dragging a vehicle on the african plains .	 building,  vehicle	s	s	none	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	4
24	boys dragging a library on the african plains .	boys dragging a building on the african plains .	 library,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
27	boys dragging a wife on the african plains .	boys dragging a woman on the african plains .	 wife,  woman	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
31	boys dragging a girl on the african plains .	boys dragging a person on the african plains .	 girl,  person	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
32	boys dragging a dog on the african plains .	boys dragging a hound on the african plains .	 dog,  hound	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
33	boys dragging a tomato on the african plains .	boys dragging a vegetable on the african plains .	 tomato,  vegetable	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
34	boys dragging a cherry tree on the african plains .	boys dragging a tree on the african plains .	 cherry tree,  tree	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
37	boys dragging a woman on the african plains .	boys dragging a adult on the african plains .	 woman,  adult	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
38	boys dragging a creature on the african plains .	boys dragging a vehicle on the african plains .	 creature,  vehicle	s	s	none	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	4
43	boys dragging a court on the african plains .	boys dragging a building on the african plains .	 court,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
2	boys dragging a building on the african plains .	boys dragging a hospital on the african plains .	 building,  hospital	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	2
4	boys dragging a dog on the african plains .	boys dragging a hound on the african plains .	 dog,  hound	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	2
5	boys dragging a vegetable on the african plains .	boys dragging a potato on the african plains .	 vegetable,  potato	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	2
6	boys dragging a fruit on the african plains .	boys dragging a watermelon on the african plains .	 fruit,  watermelon	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	2
8	boys dragging a woman on the african plains .	boys dragging a lass on the african plains .	 woman,  lass	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	2
9	boys dragging a man on the african plains .	boys dragging a person on the african plains .	 man,  person	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	2	0
16	boys dragging a tree on the african plains .	boys dragging a plant on the african plains .	 tree,  plant	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	2	2
