	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
44	You know that some weather must be taken when grandma reacts with the sad emoji.	You know that some pasta must be taken when grandma reacts with the sad emoji.	 weather,  pasta	m	m	none	MED	up	You know that some x must be taken when grandma reacts with the sad emoji.	non-entailment	0	4
2	I'm expecting a hospital.	I'm expecting a building.	 hospital,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
4	I'm expecting a hound.	I'm expecting a dog.	 hound,  dog	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
5	I'm expecting a potato.	I'm expecting a vegetable.	 potato,  vegetable	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
6	I'm expecting a watermelon.	I'm expecting a fruit.	 watermelon,  fruit	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
8	I'm expecting a lass.	I'm expecting a woman.	 lass,  woman	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
9	I'm expecting a person.	I'm expecting a man.	 person,  man	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
16	I'm expecting a plant.	I'm expecting a tree.	 plant,  tree	s	s	leq	MED	up	I'm expecting a x.	entailment	0	0
18	I'm expecting a child.	I'm expecting a person.	 child,  person	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
19	I'm expecting a palace.	I'm expecting a building.	 palace,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
21	I'm expecting a oak.	I'm expecting a tree.	 oak,  tree	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
22	I'm expecting a club.	I'm expecting a building.	 club,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
23	I'm expecting a building.	I'm expecting a vehicle.	 building,  vehicle	s	s	none	MED	up	I'm expecting a x.	non-entailment	1	4
24	I'm expecting a library.	I'm expecting a building.	 library,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
27	I'm expecting a wife.	I'm expecting a woman.	 wife,  woman	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
31	I'm expecting a girl.	I'm expecting a person.	 girl,  person	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
32	I'm expecting a dog.	I'm expecting a hound.	 dog,  hound	s	s	leq	MED	up	I'm expecting a x.	entailment	0	0
33	I'm expecting a tomato.	I'm expecting a vegetable.	 tomato,  vegetable	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
34	I'm expecting a cherry tree.	I'm expecting a tree.	 cherry tree,  tree	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
37	I'm expecting a woman.	I'm expecting a adult.	 woman,  adult	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
38	I'm expecting a creature.	I'm expecting a vehicle.	 creature,  vehicle	s	s	none	MED	up	I'm expecting a x.	non-entailment	0	4
43	I'm expecting a court.	I'm expecting a building.	 court,  building	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
2	I'm expecting a building.	I'm expecting a hospital.	 building,  hospital	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
4	I'm expecting a dog.	I'm expecting a hound.	 dog,  hound	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
5	I'm expecting a vegetable.	I'm expecting a potato.	 vegetable,  potato	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
6	I'm expecting a fruit.	I'm expecting a watermelon.	 fruit,  watermelon	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
8	I'm expecting a woman.	I'm expecting a lass.	 woman,  lass	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
9	I'm expecting a man.	I'm expecting a person.	 man,  person	s	s	leq	MED	up	I'm expecting a x.	entailment	1	0
16	I'm expecting a tree.	I'm expecting a plant.	 tree,  plant	s	s	geq	MED	up	I'm expecting a x.	non-entailment	1	2
18	I'm expecting a person.	I'm expecting a child.	 person,  child	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
19	I'm expecting a building.	I'm expecting a palace.	 building,  palace	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
21	I'm expecting a tree.	I'm expecting a oak.	 tree,  oak	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
22	I'm expecting a building.	I'm expecting a club.	 building,  club	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
23	I'm expecting a vehicle.	I'm expecting a building.	 vehicle,  building	s	s	none	MED	up	I'm expecting a x.	non-entailment	1	4
24	I'm expecting a building.	I'm expecting a library.	 building,  library	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
27	I'm expecting a woman.	I'm expecting a wife.	 woman,  wife	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
31	I'm expecting a person.	I'm expecting a girl.	 person,  girl	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
32	I'm expecting a hound.	I'm expecting a dog.	 hound,  dog	s	s	geq	MED	up	I'm expecting a x.	non-entailment	1	2
33	I'm expecting a vegetable.	I'm expecting a tomato.	 vegetable,  tomato	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
34	I'm expecting a tree.	I'm expecting a cherry tree.	 tree,  cherry tree	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
37	I'm expecting a adult.	I'm expecting a woman.	 adult,  woman	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
38	I'm expecting a vehicle.	I'm expecting a creature.	 vehicle,  creature	s	s	none	MED	up	I'm expecting a x.	non-entailment	1	4
43	I'm expecting a building.	I'm expecting a court.	 building,  court	s	s	geq	MED	up	I'm expecting a x.	non-entailment	0	2
2	Boys dragging a hospital on the African plains.	Boys dragging a building on the African plains.	 hospital,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
4	Boys dragging a hound on the African plains.	Boys dragging a dog on the African plains.	 hound,  dog	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
5	Boys dragging a potato on the African plains.	Boys dragging a vegetable on the African plains.	 potato,  vegetable	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
6	Boys dragging a watermelon on the African plains.	Boys dragging a fruit on the African plains.	 watermelon,  fruit	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
8	Boys dragging a lass on the African plains.	Boys dragging a woman on the African plains.	 lass,  woman	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
9	Boys dragging a person on the African plains.	Boys dragging a man on the African plains.	 person,  man	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
16	Boys dragging a plant on the African plains.	Boys dragging a tree on the African plains.	 plant,  tree	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	0	0
18	Boys dragging a child on the African plains.	Boys dragging a person on the African plains.	 child,  person	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
19	Boys dragging a palace on the African plains.	Boys dragging a building on the African plains.	 palace,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
21	Boys dragging a oak on the African plains.	Boys dragging a tree on the African plains.	 oak,  tree	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
22	Boys dragging a club on the African plains.	Boys dragging a building on the African plains.	 club,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
23	Boys dragging a building on the African plains.	Boys dragging a vehicle on the African plains.	 building,  vehicle	s	s	none	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	1	4
24	Boys dragging a library on the African plains.	Boys dragging a building on the African plains.	 library,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
27	Boys dragging a wife on the African plains.	Boys dragging a woman on the African plains.	 wife,  woman	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
31	Boys dragging a girl on the African plains.	Boys dragging a person on the African plains.	 girl,  person	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
32	Boys dragging a dog on the African plains.	Boys dragging a hound on the African plains.	 dog,  hound	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	0	0
33	Boys dragging a tomato on the African plains.	Boys dragging a vegetable on the African plains.	 tomato,  vegetable	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
34	Boys dragging a cherry tree on the African plains.	Boys dragging a tree on the African plains.	 cherry tree,  tree	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
37	Boys dragging a woman on the African plains.	Boys dragging a adult on the African plains.	 woman,  adult	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
38	Boys dragging a creature on the African plains.	Boys dragging a vehicle on the African plains.	 creature,  vehicle	s	s	none	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	4
43	Boys dragging a court on the African plains.	Boys dragging a building on the African plains.	 court,  building	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
2	Boys dragging a building on the African plains.	Boys dragging a hospital on the African plains.	 building,  hospital	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
4	Boys dragging a dog on the African plains.	Boys dragging a hound on the African plains.	 dog,  hound	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
5	Boys dragging a vegetable on the African plains.	Boys dragging a potato on the African plains.	 vegetable,  potato	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
6	Boys dragging a fruit on the African plains.	Boys dragging a watermelon on the African plains.	 fruit,  watermelon	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
8	Boys dragging a woman on the African plains.	Boys dragging a lass on the African plains.	 woman,  lass	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
9	Boys dragging a man on the African plains.	Boys dragging a person on the African plains.	 man,  person	s	s	leq	help-test-contexts	up	Boys dragging a x on the African plains.	entailment	1	0
16	Boys dragging a tree on the African plains.	Boys dragging a plant on the African plains.	 tree,  plant	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	1	2
18	Boys dragging a person on the African plains.	Boys dragging a child on the African plains.	 person,  child	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
19	Boys dragging a building on the African plains.	Boys dragging a palace on the African plains.	 building,  palace	s	s	geq	help-test-contexts	up	Boys dragging a x on the African plains.	non-entailment	0	2
